n_ID	n_LEVEL_LEARN	s_ICON	n_PASSIVE	n_ISCLASS	n_SKILL_FRAME	n_ACHIEVEMENT	s_CONDITIONAL_SKILL	n_LEVELS	f_SP_LEVE1	f_SP_LEVEL2PLUS	s_CONDITIONAL_AMITY	n_PASSIVE_EFFECT	n_CD	n_TARGET	n_EQUIPTYPE	n_EQUIPTYPE_LHAND	n_STAMINA_COST	s_CAST_CONDITION	s_CAST_BEHAVIOR
3536	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3536)
3537	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3537)
3538	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3538)
3539	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3539)
3540	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3540)
3541	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3541)
3542	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3542)
3543	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3543)
3544	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3544)
3545	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3545)
3546	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3546)
3547	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3547)
3548	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3548)
3549	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3549)
3550	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3550)
3551	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3551)
3552	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3552)
3553	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3553)
3554	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3554)
3555	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3555)
3556	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3556)
3557	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3557)
3558	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3558)
3559	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3559)
3560	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3560)
3561	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3561)
3562	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3562)
3563	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3563)
3564	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3564)
3565	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3565)
3566	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3566)
3567	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3567)
3568	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3568)
3569	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3569)
3570	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3570)
3571	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3571)
3572	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3572)
3573	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3573)
3574	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3574)
3575	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3575)
3576	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3576)
3577	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3577)
3578	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3578)
3579	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3579)
3580	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3580)
3581	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3581)
3582	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3582)
3583	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3583)
3584	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3584)
3585	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3585)
3586	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3586)
3587	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3587)
3588	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3588)
3589	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3589)
3590	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3590)
3591	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3591)
3592	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3592)
3593	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3593)
3594	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3594)
3595	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3595)
3596	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3596)
3597	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3597)
3598	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3598)
3599	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3599)
3600	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3600)
3601	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3601)
3602	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3602)
3603	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3603)
3604	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3604)
3605	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3605)
3606	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3606)
3607	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3607)
3608	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3608)
3609	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3609)
3610	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3610)
3611	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3611)
3612	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3612)
3613	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3613)
3614	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3614)
3615	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3615)
3616	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3616)
3617	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3617)
3618	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3618)
3619	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3619)
3620	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3620)
3621	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3621)
3622	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3622)
3623	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3623)
3624	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3624)
3625	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3625)
3626	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3626)
3627	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3627)
3628	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3628)
3629	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3629)
3630	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3630)
3631	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3631)
3632	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3632)
3633	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3633)
3634	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3634)
3635	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3635)
3636	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3636)
3637	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3637)
3638	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3638)
3639	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3639)
3640	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3640)
3641	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3641)
3642	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3642)
3643	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3643)
3644	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3644)
3645	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3645)
3646	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3646)
3647	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3647)
3648	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3648)
3649	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3649)
3650	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3650)
3651	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3651)
3652	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3652)
3653	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3653)
3654	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3654)
3655	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3655)
3656	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3656)
3657	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3657)
3658	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3658)
3659	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3659)
3660	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3660)
3661	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3661)
3662	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3662)
3663	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3663)
3664	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3664)
3665	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3665)
3666	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3666)
3667	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3667)
3668	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3668)
3669	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3669)
3670	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3670)
3671	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3671)
3672	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3672)
3673	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3673)
3674	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3674)
3675	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3675)
3676	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3676)
3677	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3677)
3678	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3678)
3679	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3679)
3680	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3680)
3681	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3681)
3682	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3682)
3683	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3683)
3684	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3684)
3685	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3685)
3686	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3686)
3687	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3687)
3688	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3688)
3689	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3689)
3690	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3690)
3691	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3691)
3692	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3692)
3693	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3693)
3694	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3694)
3695	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3695)
3696	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3696)
3697	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3697)
3698	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3698)
3699	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3699)
3700	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3700)
3701	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3701)
3702	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3702)
3703	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3703)
3704	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3704)
3705	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3705)
3706	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3706)
3707	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3707)
3708	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3708)
3709	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3709)
3710	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3710)
3711	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3711)
3712	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3712)
3713	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3713)
3714	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3714)
3715	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3715)
3716	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3716)
3717	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3717)
3718	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3718)
3719	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3719)
3720	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3720)
3721	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3721)
3722	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3722)
3723	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3723)
3724	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3724)
3725	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3725)
3726	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3726)
3727	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3727)
3728	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3728)
3729	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3729)
3730	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3730)
3731	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3731)
3732	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3732)
3733	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3733)
3734	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3734)
3735	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3735)
3736	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3736)
3737	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3737)
3738	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3738)
3739	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3739)
3740	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3740)
3741	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3741)
3742	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3742)
3743	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3743)
3744	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3744)
3745	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3745)
3746	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3746)
3747	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3747)
3748	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3748)
3749	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3749)
3750	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3750)
3751	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3751)
3752	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3752)
3753	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3753)
3754	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3754)
3755	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3755)
3756	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3756)
3757	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3757)
3758	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3758)
3759	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3759)
3760	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3760)
3761	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3761)
3762	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3762)
3763	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3763)
3764	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3764)
3765	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3765)
3766	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3766)
3767	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3767)
3768	1	S_SKILL_0	3	0	0	0		1	0.0	0.0		0	0	0	0	0	0	GO(0)	CHASE(3768)
